participante,comentário,dia
70b31d7a-c046-4859-9881-10574c9611c1,o wit é meu evento favorito,23/07/2025 09:48
c5b8399a-a600-4d95-86c9-4de0d38c3d25,muito bommm,23/07/2025 09:50
c5b8399a-a600-4d95-86c9-4de0d38c3d25,cada minuto vale a pena,23/07/2025 09:50
90323ec9-1991-46bd-bc2a-4a3d8804cf71,amei participar,23/07/2025 09:52
4d59d2bb-694c-4bf2-b444-3b4b967095f1,o fórum está maravilhoso!! muito inspirador,23/07/2025 09:52
29c31113-a01c-48e9-b475-a6963c13f3b6,"extremamente interessante e necessária, a estrutura magnifica",23/07/2025 09:53
00256042-e094-477c-b716-28f2b7e561de,amando o fórum!!,23/07/2025 09:53
00256042-e094-477c-b716-28f2b7e561de,amando a apresentação dos projetos 😍,23/07/2025 09:54
29c31113-a01c-48e9-b475-a6963c13f3b6,palestra maravilhosa,23/07/2025 09:54
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,vale cada minuto,23/07/2025 09:55
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,muito bom,23/07/2025 09:55
6dd05336-2244-4230-bb22-31b592f2e3f8,"achei bem esclarecedora e, como menina, me motivei a buscar mais oportunidades na área!",23/07/2025 09:56
251569e1-42c3-4c32-b8db-d8b8b9741d5b,excelente dia!!,23/07/2025 09:56
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,momento inspirador,23/07/2025 09:58
262af184-23c3-4cb4-8231-04a142217d69,muito boa as palestras!,23/07/2025 09:58
262af184-23c3-4cb4-8231-04a142217d69,ótima experiência aprender com essas mulheres!,23/07/2025 09:58
54a3a419-9b19-44e8-8c62-7054a2142eba,tudo incrível,23/07/2025 09:58
54a3a419-9b19-44e8-8c62-7054a2142eba,palestra muito interessante,23/07/2025 09:59
02e1032e-bbbf-4f0a-b350-645b9923a7f4,amei,23/07/2025 09:59
02e1032e-bbbf-4f0a-b350-645b9923a7f4,perfeitas,23/07/2025 09:59
fe69c798-5373-4255-831b-9a1ce468c5d6,fórum meninas digitais está sendo muito interessante por ver como os projetos parceiros estão atuando e tendo resultados incríveis!,23/07/2025 09:59
c90f49e7-30eb-4954-bad6-ff13e4342a57,ansiosa para esse 2 dia!,23/07/2025 10:00
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,amei,23/07/2025 10:00
c90f49e7-30eb-4954-bad6-ff13e4342a57,dia cheio de programações maravilhosas,23/07/2025 10:01
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,muito bom!,23/07/2025 10:01
47ac28d9-6e77-4392-b392-960bd5825559,o wit é muito inspirador para nós meninas 🤩,23/07/2025 10:01
4d59d2bb-694c-4bf2-b444-3b4b967095f1,gostei muito do projeto minascoders!! muito inspirador!,23/07/2025 10:02
6e490da9-d604-49fa-b782-7cc09c1615d3,a organização esse ano está ainda mais impecável.,23/07/2025 10:03
6e490da9-d604-49fa-b782-7cc09c1615d3,que oportunidade incrível conhecer tantas mulheres inspiradoras.,23/07/2025 10:03
47ac28d9-6e77-4392-b392-960bd5825559,é maravilhoso saber que existem muitas outras meninas na área de computação ❤️,23/07/2025 10:04
268e12fc-6012-41e0-9301-483b58059c69,muito bom ver o que os outros grupos estão fazendo!,23/07/2025 10:04
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,🩷🩷🩷,23/07/2025 10:04
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,👏👏👏,23/07/2025 10:05
6dd05336-2244-4230-bb22-31b592f2e3f8,muito bom o evento! amei,23/07/2025 10:05
268e12fc-6012-41e0-9301-483b58059c69,muitas ideias pra melhorar os projetos que coordeno,23/07/2025 10:05
6dd05336-2244-4230-bb22-31b592f2e3f8,bem esclarecedor e inspirador!,23/07/2025 10:05
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,gostei muito das palestras e dos momentos de integração e network com as meninas,23/07/2025 10:05
6dd05336-2244-4230-bb22-31b592f2e3f8,motivou muito!,23/07/2025 10:06
34191d68-5e12-4c00-aa49-d5df3fba23d2,evento maravilhoso!,23/07/2025 10:06
749521d4-f169-4aaa-9819-b044a00d1e34,"muito boa a palestra da rnp, a historia é inspiradora",23/07/2025 10:07
b787555f-cd18-4a0b-9e20-493282185ddd,é maravilhoso ver como esses projetos estão espalhados por todo o país,23/07/2025 10:07
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,amei,23/07/2025 10:08
4b19c21f-0936-4c69-ae25-18f84c9119a3,as palestras estao sendo incríveis! nao conhecia de perto o projeto e estou adorando,23/07/2025 10:08
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,muitos projetos incríveis! parabéns a todos,23/07/2025 10:09
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,que projeto lindo! parabéns,23/07/2025 10:09
4b19c21f-0936-4c69-ae25-18f84c9119a3,"os posters foram incríveis, tive varias ideidas pra projetos!",23/07/2025 10:09
7bdbb107-592f-478c-8b8d-412b4ac508ba,é realmente inspirador participar desses eventos com a wit,23/07/2025 10:10
7bdbb107-592f-478c-8b8d-412b4ac508ba,muito bem organizado!!!,23/07/2025 10:11
ce865dbf-5b15-47b6-9578-7f6bdb3471c6,a palestra foi muito inovadora e bem informativa,23/07/2025 10:11
ce865dbf-5b15-47b6-9578-7f6bdb3471c6,a dinâmica da palestra não é chata,23/07/2025 10:12
0b4761ba-7672-4bde-89c3-74f013f2b163,vamos mais um dia!,23/07/2025 10:12
0b4761ba-7672-4bde-89c3-74f013f2b163,o melhor evento do csbc,23/07/2025 10:13
d230aaa6-976f-49bd-bb8a-21d45dec64ab,parabéns!,23/07/2025 10:13
d230aaa6-976f-49bd-bb8a-21d45dec64ab,muito bem!,23/07/2025 10:13
a4526431-24ef-4045-8981-a19a451487ac,os projetos apresentados foram muuto bons.,23/07/2025 10:16
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,muito legal ver o crescimento de projetos de incetivo a meninas!!,23/07/2025 10:16
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,amei o evento,23/07/2025 10:16
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,inovador esse projeto,23/07/2025 10:16
c55ff755-bd00-4af8-b6ed-ed43007446b3,muito inspirador ver projetos nacionais do meninas digitais!,23/07/2025 10:16
5244efbb-01d2-4f7e-b505-4fd32300baff,estou chegando pra mais um dia...uhuuu,23/07/2025 10:16
67959b7b-0a25-4354-a35e-f5974a549323,muito bom conhecer todos esses projetos!,23/07/2025 10:17
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"o fórum foi super legal de assistir, para conhecer os projetos e entender as ideias de cada um.",23/07/2025 10:17
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,muito bom!,23/07/2025 10:17
98407e6b-7f8d-4182-abe5-b3d92e3d6f11,ótimo!,23/07/2025 10:17
429ddec8-9edb-4757-ab8b-fcdb61defd4e,"as professoras que têm projetos voltados ao em: algumas das meninas já se formaram? se sim, elas se interessaram em seguir na área?",23/07/2025 10:18
a24b5393-ee39-4272-8f84-7f95fa794341,conhecer os projetos nos fóruns é perfeito... 🤓🤩🤩,23/07/2025 10:19
c55ff755-bd00-4af8-b6ed-ed43007446b3,muito feliz de estar aqui 🤗,23/07/2025 10:19
de8d707d-b7b7-43bd-9191-a060a88bb761,oportunidade incrível de conhecer outros projetos 🤩,23/07/2025 10:21
2b305129-cc14-4538-8075-78b26f65f34f,adorei o espaço que foi aberto para o público tirar dúvidas em relação aos projetos. uma ótima oportunidade de interação.,23/07/2025 10:21
d90a7533-8a3c-4a1e-9221-2185fdeaec90,estou amando participar do wit!!!,23/07/2025 10:22
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,muito importante os projetos parceiros compartilharem suas experiências de sucessos para inspirarem os outros.,23/07/2025 10:22
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,uma excelente troca de conhecimento!,23/07/2025 10:23
8b1e1d3e-9c74-43ce-bbc4-77d5689bf024,maravilhosas,23/07/2025 10:23
00da94da-eaf9-4790-a6fe-fe7b33931c70,sensacional os projetos também chegarem em ambiente de vulnerabilidade socioeconômica,23/07/2025 10:23
d90a7533-8a3c-4a1e-9221-2185fdeaec90,tá sendo incrível fazer parte disso tudo!,23/07/2025 10:23
a6584b5b-822e-4c85-be5b-e91db87dc16e,"adorei conhecer outros projetos, muitas possibilidades de parcerias.",23/07/2025 10:25
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"as apresentações foram incríveis nesse primeira roda de conversa, estou ansiosa para a da embraer",23/07/2025 10:26
b0bd5290-3dd4-4593-99b9-c1055814408b,esse wit tá bom demais,23/07/2025 10:27
2d008ba4-8834-40ce-9c01-468181373d96,ótimo fórum ♥️,23/07/2025 10:27
20280073-68fe-4304-9f54-d23b1663fe33,tá sendo ótima e interativa,23/07/2025 10:29
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,experiência incrível!,23/07/2025 10:30
20280073-68fe-4304-9f54-d23b1663fe33,adoro a organização e o cuidado com o evento,23/07/2025 10:30
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"achei ótimo a palestra da parte da manhã, dirigida pela aleteia",23/07/2025 10:30
29c31113-a01c-48e9-b475-a6963c13f3b6,palestra incrível e necessária,23/07/2025 10:31
29c31113-a01c-48e9-b475-a6963c13f3b6,parabéns,23/07/2025 10:31
93780366-368f-4230-aa79-3ac4dca0bec6,mais um dia incrível,23/07/2025 10:32
936c9115-1651-46b3-8773-bdd88526fc2f,amei a programação,23/07/2025 10:32
bf25caf2-133a-4e49-af4f-273e12e2009e,"evento lindo, organização maravilhosa.",23/07/2025 10:35
f9ff0b83-ae39-447d-b0f0-4714731e87c0,amando as dinâmicasss,23/07/2025 10:35
f9ff0b83-ae39-447d-b0f0-4714731e87c0,muito boas palestras!!,23/07/2025 10:35
bf25caf2-133a-4e49-af4f-273e12e2009e,parabéns a todas organizadoras do evento,23/07/2025 10:35
4805f191-e04f-47a2-aca3-c39b484e29a5,gostei de conhecer os projetos. vou levar algumas ideias para os projetos que temos aqui,23/07/2025 10:35
575e397c-e7d3-4587-9a09-46e3df1ccdf4,estou adorando o evento!! oportunidade de reencontrar pessoas maravilhosas ❤️,23/07/2025 10:37
79fef718-42f9-41fd-b7b1-36943233fdba,parabéns pelo evento. muito inspirador. amei a ideia de engajamento com estratégias de gamificação,23/07/2025 10:37
79fef718-42f9-41fd-b7b1-36943233fdba,o acolhimento no evento foi ótimo! parabéns!,23/07/2025 10:38
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,palestra otimaaaa,23/07/2025 10:41
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"somos oi, meninas da uern e estamos no segundo dia do wit. coloquem nosso adesivo no seu crachá 😍😍😍😍",23/07/2025 10:42
699121e7-c258-43d0-9ede-fdbd0daeb1b5,excelente!!! gostaria de saber se há grupo de zap com os participantes dos projetos parceiros e projetos aprovados no cnpq.,23/07/2025 10:43
ccf1aa16-c6a5-4d78-85ab-a43ad8256de3,maravilhoso💗,23/07/2025 10:43
0420c57a-0aa8-45b1-9166-f455c0711707,incrível ver a participação feminina em cargos de liderança na engie,23/07/2025 10:43
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"nossas meninas estão distribuindo nossos adesivos, nos ajudem a divulgar nosso projeto e levem essa lembranca pra casa ❤️",23/07/2025 10:43
631b69a6-0a28-4aac-93e4-ae024e5efc3b,"oi, meninas - uern",23/07/2025 10:44
429ddec8-9edb-4757-ab8b-fcdb61defd4e,o fórum foi incrível,23/07/2025 10:45
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,fórum maravilhoso!,23/07/2025 10:45
b787555f-cd18-4a0b-9e20-493282185ddd,"""começar trabalhando a base"" 
é exatamente isso que precisamos fazer se quisermos consolidar a ciência para o futuro.",23/07/2025 10:46
c49c15fe-dc85-4357-b9ea-0311374c56f8,muito boa palestra da engie,23/07/2025 10:47
c49c15fe-dc85-4357-b9ea-0311374c56f8,amei,23/07/2025 10:47
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,bom dms,23/07/2025 10:48
c5f537b2-2d25-4784-88c0-7d434cd447d9,já queremos nossa camisaaa🫶🏼💙,23/07/2025 10:48
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,interessante,23/07/2025 10:48
3e429152-f456-498f-9abb-459b5388f42d,"fiquei curiosa em relação a engie, nao sabia que eles tinham tantas ações positivas quanto a diversidade",23/07/2025 10:49
c5f537b2-2d25-4784-88c0-7d434cd447d9,"segundo diaaaa, podiam ter mais três 🤍",23/07/2025 10:49
1bfbf56f-28e4-4dee-874f-83823030bda3,que iniciativa incrível da engie! interessante trilha de carreiras femininas,23/07/2025 10:49
d7cc7b23-8be1-497b-ae4a-23b538971629,esse ano está incrível,23/07/2025 10:49
d7cc7b23-8be1-497b-ae4a-23b538971629,obrigada a toda organização,23/07/2025 10:49
3e429152-f456-498f-9abb-459b5388f42d,já fui buscar mais informações sobre a engie! ansiosa para acompanhar as oportunidades que aparecerão.,23/07/2025 10:49
936c9115-1651-46b3-8773-bdd88526fc2f,ansiosa para os posteres dos projetos parceiros,23/07/2025 10:51
5244efbb-01d2-4f7e-b505-4fd32300baff,trajetórias inspiradoras,23/07/2025 10:52
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,muito bom,23/07/2025 10:55
69ff38b0-ff54-47d7-bee7-cccd757b6ed4,excelente,23/07/2025 10:55
c04b5ba6-0939-443f-93db-54b15820e804,muito enriquecedora a palestra! muito legal conhecer a história da nazaré ❤️,23/07/2025 10:55
575e397c-e7d3-4587-9a09-46e3df1ccdf4,linda história de sucesso e ótimas lições a nazaré hahne nos presenteou.,23/07/2025 10:56
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,foi ótimo escutar a nazaré falando!,23/07/2025 10:56
a31c1cb8-e9bd-4faa-854e-3b114bbb62ed,me sentindo grata por participar desse evento de mulheres maravilhosas !,23/07/2025 10:57
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,partiu mais um dia de wit!,23/07/2025 10:58
00da94da-eaf9-4790-a6fe-fe7b33931c70,eu acho fantástico esse compartilhamento sobre as questões da maternidade durante a carreira.,23/07/2025 10:59
6933d6a3-26d4-4177-97e9-e7325d50bfaa,nazaré como foi retornar as atividades profissionais após a licença maternidade?,23/07/2025 11:00
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,evento maravilhoso!,23/07/2025 11:01
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,ansioso pela troca de brindes kkkkkk,23/07/2025 11:02
5c7c797e-febc-42ad-883a-7aaefc221bb2,gostei muito da maneira como elas falaram da carreira.,23/07/2025 11:04
be28feaa-bc8c-45e6-b109-e943185c33f5,"foi inspirador acompanhar discussões tão relevantes e ver tantas iniciativas comprometidas com inclusão, diversidade e transformação social.",23/07/2025 11:10
f968ccfe-0100-4760-818b-0d85fd912a70,"adorei a palestra, pude conhecer muitos projetos e achei muito interessante !",23/07/2025 11:10
1786d3f2-753e-4080-9072-ac468788a5fc,estou amando o evento do wit,23/07/2025 11:12
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"participar do wit foi uma oportunidade única de aprendizado, conexão e inspiração. cada fala reafirmou a importância de promover espaços que incentivem a presença e a permanência de mulheres na tecno",23/07/2025 11:14
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito interessante a explicativa sobre o move to clound,23/07/2025 11:14
1b58aa1e-e0c5-485a-8317-7bbe5c074e42,"tantas mulheres incríveis reunidas, trocando experiências, fortalecendo umas às outras e mostrando que lugar de mulher é onde ela quiser — inclusive (e principalmente) na tecnologia!",23/07/2025 11:14
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito legal a palestra,23/07/2025 11:16
4107402a-0788-48e0-a8bc-b81a6df7bf64,muito obrigado pelo evento,23/07/2025 11:16
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito conhecimento compartilhado,23/07/2025 11:16
4107402a-0788-48e0-a8bc-b81a6df7bf64,evento mto importante !!,23/07/2025 11:16
a6584b5b-822e-4c85-be5b-e91db87dc16e,as ações da engie são interessantes e geram oportunidades inclusivas.,23/07/2025 11:17
e9b594f7-6309-4190-9032-4dde803e2d6a,animada para hoje😄🩷🩷🩷,23/07/2025 11:17
a4526431-24ef-4045-8981-a19a451487ac,inspiradora a palestra da engie. muito bom.,23/07/2025 11:18
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,palestra completa!!!!,23/07/2025 11:19
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,que palestra inspiradora.,23/07/2025 11:19
8a9fc84a-4a91-46ee-b112-e39d627e2abd,estou gostando muito da palestra da engie!!,23/07/2025 11:19
a2172412-8829-44fe-a1bb-c21eb82571aa,a palestra das meninas da envie foi muito boa e inspiradora,23/07/2025 11:21
9306534e-a4af-407c-a97e-3eab6fa1c918,palestra interessante que as meninas da engie apresentaram!,23/07/2025 11:22
3f3583d6-1037-423a-9a58-0b27ea89d428,"a palestra da engie foi maravilhosa, repleta de conhecimentos e aprendizados",23/07/2025 11:22
699121e7-c258-43d0-9ede-fdbd0daeb1b5,excelente palestra da engie!!!,23/07/2025 11:22
97b78585-66fb-4308-ac17-5dec3ad981db,palestra emocionante e muito importante! muito bom conhecer mulheres inspiradoras!,23/07/2025 11:23
de8d707d-b7b7-43bd-9191-a060a88bb761,muito legal conhecer mais sobre a engie 🤩,23/07/2025 11:23
8b928f09-aedb-4ce1-a365-4d56a0839c50,"interessante demais a palestra da engie, ver que as empresas estão começando a se diversificar! isso que as mulheres exitam em se candidatar as vagas sem estar 100% dos requisitos é muito real.",23/07/2025 11:23
b26c0a2d-f5a9-4708-a4ec-8603756202d8,amei a palestra.  vou passar as informações para minhas alunas,23/07/2025 11:23
79fef718-42f9-41fd-b7b1-36943233fdba,parabéns pelas iniciativas de diversidade!,23/07/2025 11:24
170840c4-5893-454a-8433-5854baffd2cc,ansiosa para ganhar essa camisa lindaaa,23/07/2025 11:24
00785be0-171f-446a-9069-97212c12e0e3,"maravilhosas, eu amei e estou adorando casa vez mais",23/07/2025 11:25
41984732-0ee1-4644-b003-3309c119734d,muito importante esse tema,23/07/2025 11:25
cc7e1a51-703f-4d8f-b49c-ee6447e0542d,palestras excepcionais!,23/07/2025 11:25
00785be0-171f-446a-9069-97212c12e0e3,"vocês são incríveis, uma palestra melhor que a outra",23/07/2025 11:25
41984732-0ee1-4644-b003-3309c119734d,perfeito,23/07/2025 11:25
c01cfc13-c80c-4c86-872a-da81361b3339,muito muito muito legal a palestra da engie! muitas dicas boas!,23/07/2025 11:25
cc7e1a51-703f-4d8f-b49c-ee6447e0542d,dúvidas esclarecidas!,23/07/2025 11:25
93780366-368f-4230-aa79-3ac4dca0bec6,"o que me falta mais é autoconfiança no meu próprio conhecimento, obrigada meninas.",23/07/2025 11:25
9306534e-a4af-407c-a97e-3eab6fa1c918,ótimo conselho dado em relação ao ensino técnico que foi passado pela nazaré,23/07/2025 11:26
170840c4-5893-454a-8433-5854baffd2cc,wit está sendo sensacional,23/07/2025 11:26
c04b5ba6-0939-443f-93db-54b15820e804,"me identifiquei muito com a parte da timidez kkkkkk adorei a palestra das meninas, são conselhos muito valiosos ❤️",23/07/2025 11:26
b26c0a2d-f5a9-4708-a4ec-8603756202d8,"sou coordenadora de um projeto de extensão vinculado às meninas digitais, mas nunca olho os editais do cnpq. participar da mesa redonda me despertou para ficar de olho nesses editais.",23/07/2025 11:26
a2b933ed-8f43-4354-aa77-459b765af699,palestra muito inspiradora!!!,23/07/2025 11:26
c01cfc13-c80c-4c86-872a-da81361b3339,duas mulheres incríveis nazaré e edna! muito inspirador!,23/07/2025 11:27
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,eu quero entrar na engie,23/07/2025 11:27
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vamos meninas digitais,23/07/2025 11:27
a24b5393-ee39-4272-8f84-7f95fa794341,engie brilhando como sempre...,23/07/2025 11:27
6933d6a3-26d4-4177-97e9-e7325d50bfaa,insights importantes da vida de uma profissional em ti na palestra engie,23/07/2025 11:28
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,ansiosa pela camisa e pelo momento da foto!,23/07/2025 11:28
b2b4af06-4544-44ae-8b60-f90bdc1f0fe2,amei participar do painel! obrigada pelo convite! 🤩,23/07/2025 11:28
3ccb2413-c5f6-418c-bf49-a88e2e449ff0,muito bom o wit.,23/07/2025 11:29
c08bca4e-d84f-4567-b938-d29470fd6d02,está sendo muito maravilhoso!,23/07/2025 11:30
c08bca4e-d84f-4567-b938-d29470fd6d02,"amando muito a oportunidade de participar desse evento, incrível!",23/07/2025 11:30
b26c0a2d-f5a9-4708-a4ec-8603756202d8,minhas alunas estão empolgadíssimas de sair na foto da meninas digitais!!,23/07/2025 11:30
2b2df6db-e384-443a-a905-232ffc8dac58,o wit está incrível. sou suspeita pra falar. 😁,23/07/2025 11:30
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,o jantar de ontem foi muito especial,23/07/2025 11:31
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,que alegria participar desse evento,23/07/2025 11:31
5b1bd074-2e84-4caf-854b-505a36f8a606,parabéns perfeito,23/07/2025 11:35
5b1bd074-2e84-4caf-854b-505a36f8a606,"gostei bastante, bons assuntos abordados",23/07/2025 11:36
1bfbf56f-28e4-4dee-874f-83823030bda3,amei a camiseta 👕 ✨️,23/07/2025 11:37
5b1bd074-2e84-4caf-854b-505a36f8a606,parabéns,23/07/2025 11:43
5b1bd074-2e84-4caf-854b-505a36f8a606,show,23/07/2025 11:43
3f3583d6-1037-423a-9a58-0b27ea89d428,a blusa do wit é linda demais,23/07/2025 11:47
7ab458bd-970a-40e5-9525-ee10be806901,"minha primeira vez, no evento e amei tudo",23/07/2025 11:47
1b4e9684-e087-4145-88d4-125c44975a1c,lindos relatos de trajetória profissional e pessoal,23/07/2025 11:48
7ab458bd-970a-40e5-9525-ee10be806901,"as palestras muito ricas, amei tudo",23/07/2025 11:48
3f3583d6-1037-423a-9a58-0b27ea89d428,organização do evento arrasou,23/07/2025 11:48
1b4e9684-e087-4145-88d4-125c44975a1c,"a palestra foi maravilhosa, seria interessante se o meninas digitais tivesse iniciativas concretas para empregar nossa comunidade, criando parcerias com instituições privadas e programas parceiros.",23/07/2025 11:51
e9b594f7-6309-4190-9032-4dde803e2d6a,muito linda a camisa das meninas digitais ❤️❤️,23/07/2025 11:57
af226d00-c366-4e2d-9c27-2b3ed3d78273,foi maravilhoso!!! conhecimentos extremamente valiosos!,23/07/2025 11:57
908bb7b4-88ca-4d4c-83d1-513a4e11c569,amei a camisa das meninas digitais. ❤️,23/07/2025 11:57
908bb7b4-88ca-4d4c-83d1-513a4e11c569,a corrida do csbc foi top!,23/07/2025 11:58
af226d00-c366-4e2d-9c27-2b3ed3d78273,evento muito bem organizado e oportuno para se sentir acolhida.,23/07/2025 12:00
cd5e94b1-51c2-4147-a20b-9e1345a0adad,eu amei o encontro dos projetos parceiros da meninonas digitais,23/07/2025 12:04
cd5e94b1-51c2-4147-a20b-9e1345a0adad,estou ansiosa para a palestra da embraer 😍😍,23/07/2025 12:05
af226d00-c366-4e2d-9c27-2b3ed3d78273,amei a camiseta das meninas digitais!!!,23/07/2025 12:24
af226d00-c366-4e2d-9c27-2b3ed3d78273,"o evento foi incrível, já estou ansiosa para o próximo ano!",23/07/2025 12:33
1c7000ea-e558-4ef4-93d8-2c018ec84123,"camiseta linda demais, amei💜",23/07/2025 13:12
5c7c797e-febc-42ad-883a-7aaefc221bb2,camisa maravilhosa ❤️,23/07/2025 13:14
e56b565e-2680-4f05-bfb5-f672c691d632,a camiseta é belíssima!,23/07/2025 13:29
489050ba-f6ce-4f05-a8ce-d6bdee47371a,"muito feliz em estar fazendo parte do wit esse ano, o mar azul da foto foi sensacional!!",23/07/2025 13:40
3853a3fa-b147-4e93-b479-539e9c2370b2,"adorei a animação da senhorinha na hora da fotografia, amei a receptivo",23/07/2025 13:40
8a9fc84a-4a91-46ee-b112-e39d627e2abd,amei a blusa do wit!!,23/07/2025 13:55
97bb898c-af32-4429-b56c-5914309a8775,ansiosa pela apresentação dos banners!,23/07/2025 14:00
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito obrigada meninas!,23/07/2025 14:03
06f1249e-61d1-4916-a745-f29b8095822b,amando participar ❤️,23/07/2025 14:05
c5b8399a-a600-4d95-86c9-4de0d38c3d25,ameiii,23/07/2025 14:09
2d008ba4-8834-40ce-9c01-468181373d96,maravilhoso ♥️,23/07/2025 14:09
2d008ba4-8834-40ce-9c01-468181373d96,ótimo 💜,23/07/2025 14:09
e6c29589-e8e1-47aa-be9e-aecde3b1f82b,adorei os temas,23/07/2025 14:10
e6c29589-e8e1-47aa-be9e-aecde3b1f82b,"salas aconchegantes, só o ar que tá muito gelado",23/07/2025 14:10
d80527f2-da3b-4fdb-b561-ed54f7f044d9,estou adorando o evento!!! parabéns!!!,23/07/2025 14:11
d80527f2-da3b-4fdb-b561-ed54f7f044d9,projetos parceiros são maravilhosos!!!!,23/07/2025 14:11
5ca22f49-b601-4a36-81af-dba71e05cf97,palestras muito boas!,23/07/2025 14:15
5ca22f49-b601-4a36-81af-dba71e05cf97,evento maravilhoso,23/07/2025 14:16
8e1a9311-52fe-4567-8c58-70f0e2281925,renacee md é maravilhoso !!!,23/07/2025 14:16
fa22c635-07b6-4718-9309-2665ad2d1a12,muito legal ver os outros projetos do cnpq!,23/07/2025 14:18
fa22c635-07b6-4718-9309-2665ad2d1a12,engie me contrata!,23/07/2025 14:18
8e1a9311-52fe-4567-8c58-70f0e2281925,ansiosa pela foto oficial desse ano!!!,23/07/2025 14:18
fd51eca2-7207-474a-8495-5c0e5f20aea5,muito boa as histórias,23/07/2025 14:19
fd51eca2-7207-474a-8495-5c0e5f20aea5,gostei bastante,23/07/2025 14:19
fd51eca2-7207-474a-8495-5c0e5f20aea5,muito interessante,23/07/2025 14:19
9ea006aa-40fb-4edc-98dd-39d527a61d6d,amei,23/07/2025 14:21
9ea006aa-40fb-4edc-98dd-39d527a61d6d,incrível,23/07/2025 14:21
b7c16dca-5c66-4a7b-8685-96474b1617e0,ansiosa para dar continuidade a segunda sessão de pôsteres,23/07/2025 14:22
a2172412-8829-44fe-a1bb-c21eb82571aa,as camisas wit 2025 estão belíssimas🫶🏻,23/07/2025 14:24
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,a foto foi um momento muito massa,23/07/2025 14:25
c8194828-4572-4490-92ca-12b49d139fba,adorei as camisetas!!🥰,23/07/2025 14:29
bc2f024f-816c-4560-b2e7-fe905d1a0478,muito bom!!,23/07/2025 14:53
71ba845f-dca4-4b80-a9fc-5012503262d8,palestras incríveis,23/07/2025 14:54
bc2f024f-816c-4560-b2e7-fe905d1a0478,conteúdo riquíssimo!,23/07/2025 14:54
71ba845f-dca4-4b80-a9fc-5012503262d8,bastante agregador,23/07/2025 14:54
71ba845f-dca4-4b80-a9fc-5012503262d8,amei!,23/07/2025 14:55
bc2f024f-816c-4560-b2e7-fe905d1a0478,amei!!,23/07/2025 14:55
71ba845f-dca4-4b80-a9fc-5012503262d8,mal posso esperar pelas próximas palestras!,23/07/2025 14:56
bc2f024f-816c-4560-b2e7-fe905d1a0478,ansiosa para nossa próxima sessão!,23/07/2025 14:56
be669223-c64d-4256-b488-d6a63a1f5117,muito interessante a ideia de gamificação com o aplicativo,23/07/2025 14:57
be28feaa-bc8c-45e6-b109-e943185c33f5,"as palestras são ótimas retratando a realidades de muitas mulheres , e nos inspirado cada vez mais",23/07/2025 14:57
be669223-c64d-4256-b488-d6a63a1f5117,"a camiseta está linda, adorei.",23/07/2025 14:57
